DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Zip Codes
161805098,1/22/2016,1/16/2016,1700,18,Southeast,1829,946,OTHER MISCELLANEOUS CRIME,1300 0329,22,F,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,946,,,,2100 E  101ST                        ST,,"(33.9449, -118.2355)",90002
161805100,1/22/2016,1/22/2016,1225,18,Southeast,1863,901,VIOLATION OF RESTRAINING ORDER,2000 0561,39,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,901,,,,300 E  115TH                        ST,,"(33.9301, -118.2695)",90061
161805101,1/22/2016,1/22/2016,1320,18,Southeast,1829,888,TRESPASSING,0906 1816,21,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,888,,,,2100 E  102ND                        ST,,"(33.9439, -118.2346)",90002
161805103,1/22/2016,1/22/2016,1750,18,Southeast,1827,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0416 1243 0344,21,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626,,,,9500    HICKORY                      ST,,"(33.9506, -118.2351)",90002
161805105,1/22/2016,1/22/2016,1945,18,Southeast,1822,624,BATTERY - SIMPLE ASSAULT,0400 0416,31,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CENTURY                      BL,MAIN                         ST,"(33.9456, -118.2739)",90003
161805107,1/22/2016,1/20/2016,1700,18,Southeast,1846,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416 0445,33,F,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,COMPTON                      AV,IMPERIAL                     HY,"(33.9295, -118.2462)",90059
161805108,1/22/2016,1/22/2016,1630,18,Southeast,1863,210,ROBBERY,0400 0444 0344 0346 1258,11,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,115TH                        ST,TOWNE                        AV,"(33.9301, -118.2664)",90061
161805117,1/22/2016,1/21/2016,2300,18,Southeast,1824,624,BATTERY - SIMPLE ASSAULT,0401 0419 0555 0360,24,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9200 S  CENTRAL                      AV,,"(33.9532, -118.2564)",90002
161805119,1/23/2016,1/18/2016,1830,18,Southeast,1844,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,AVALON                       BL,111TH                        ST,"(33.9348, -118.2652)",90061
161805120,1/23/2016,1/22/2016,2130,18,Southeast,1862,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 E  118TH                        ST,,"(33.9265, -118.2717)",90061
161805121,1/23/2016,1/23/2016,940,18,Southeast,1806,210,ROBBERY,0330 0421 0916 0906,45,M,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,210,510,,,92ND                         ST,AVALON                       AV,"(33.9529, -118.2651)",90002
161805122,1/23/2016,1/21/2016,2200,18,Southeast,1802,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8700 S  MAIN                         ST,,"(33.9591, -118.2739)",90003
161805124,1/23/2016,1/22/2016,2040,18,Southeast,1862,625,OTHER ASSAULT,416,21,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,11400 S  FIGUEROA                     ST,,"(33.931, -118.2826)",90061
161805125,1/23/2016,1/22/2016,25,18,Southeast,1849,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1202,62,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",305,FIXED OBJECT,IC,Invest Cont,230,,,,2000 E  113TH                        ST,,"(33.9325, -118.2363)",90059
161805126,1/23/2016,1/22/2016,1930,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,416,49,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9400    FIRTH                        BL,,"(33.9512, -118.2476)",90002
161805128,1/23/2016,1/23/2016,830,18,Southeast,1829,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,43,F,H,122,"VEHICLE, PASSENGER/TRUCK",304,CLUB/BAT,IC,Invest Cont,745,,,,2000 E  101ST                        ST,,"(33.9449, -118.2367)",90002
161805130,1/23/2016,1/22/2016,1230,18,Southeast,1846,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 1816,25,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1400 E  114TH                        ST,,"(33.9311, -118.2493)",90059
161805131,1/22/2016,1/22/2016,1800,18,Southeast,1821,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0408 0305 1822,45,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,600 W  COLDEN                       AV,,"(33.9492, -118.2848)",90044
161805132,1/23/2016,1/23/2016,800,18,Southeast,1834,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0416 1814,31,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,108TH,CENTRAL,"(33.9383, -118.2542)",90002
161805135,1/23/2016,1/23/2016,500,18,Southeast,1824,330,BURGLARY FROM VEHICLE,344,34,M,H,101,STREET,,,IC,Invest Cont,330,,,,9200 S  CENTRAL                      AV,,"(33.9532, -118.2564)",90002
161805136,1/23/2016,1/22/2016,730,18,Southeast,1829,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,77,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,2100 E  102ND                        ST,,"(33.9439, -118.2346)",90002
161805138,1/23/2016,1/23/2016,1325,18,Southeast,1822,210,ROBBERY,0416 0344 1313 0906 0374 0371,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,102ND,MAIN,"(33.9438, -118.2739)",90003
161805140,1/23/2016,1/23/2016,1540,18,Southeast,1822,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0329,34,F,B,102,SIDEWALK,204,FOLDING KNIFE,IC,Invest Cont,230,,,,102ND,BROADWAY,"(33.9438, -118.2781)",90003
161805142,1/23/2016,1/23/2016,1315,18,Southeast,1822,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1243 0400 0416,32,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,100 E  95TH                         ST,,"(33.9502, -118.2739)",90003
161805143,1/23/2016,1/22/2016,1230,18,Southeast,1891,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344 1605,67,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,17200 S  HOOVER                       ST,,"(33.8755, -118.2867)",90247
161805144,1/23/2016,1/23/2016,300,18,Southeast,1829,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 0329,47,F,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,2000 E  103RD                        ST,,"(33.9456, -118.2323)",90002
161805146,1/23/2016,1/21/2016,1200,18,Southeast,1824,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0931 0906,43,M,B,102,SIDEWALK,511,VERBAL THREAT,AO,Adult Other,930,,,,1100 E  101ST                        ST,,"(33.9449, -118.2565)",90002
161805147,1/23/2016,1/23/2016,1015,18,Southeast,1844,310,BURGLARY,1267 0329 0344,55,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,800 E  112TH                        ST,,"(33.9328, -118.2603)",90059
161805149,1/23/2016,1/23/2016,2000,18,Southeast,1821,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 0329,70,M,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,600 W  95TH                         ST,,"(33.9501, -118.2848)",90044
161805150,1/23/2016,1/23/2016,2200,18,Southeast,1861,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,50,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,600 W  IMPERIAL                     HY,,"(33.931, -118.2848)",90061
161805151,1/23/2016,1/23/2016,1753,18,Southeast,1822,888,TRESPASSING,1501,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,888,,,,9900 S  BROADWAY,,"(33.9465, -118.2781)",90003
161805153,1/23/2016,1/23/2016,1605,18,Southeast,1804,901,VIOLATION OF RESTRAINING ORDER,913,81,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,901,,,,900 E  88TH                         ST,,"(33.9574, -118.2586)",90002
161805155,1/23/2016,1/23/2016,2130,18,Southeast,1842,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0309 0906 1300 1307 1310 1100 0430,21,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,BROADWAY,113TH                        ST,"(33.932, -118.2783)",90061
161805156,1/23/2016,1/23/2016,2130,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0309 1310 1240 0430,19,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,BROADWAY,113TH                        ST,"(33.9367, -118.2871)",90044
161805157,1/23/2016,1/23/2016,2200,18,Southeast,1805,624,BATTERY - SIMPLE ASSAULT,1810 0400 0416 0429,30,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,AVALON                       BL,92ND                         ST,"(33.9529, -118.2651)",90002
161805161,1/23/2016,1/23/2016,2240,18,Southeast,1822,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0400 0416 0417,27,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,BROADWAY,COLDEN,"(33.9492, -118.2781)",90003
161805163,1/23/2016,1/23/2016,2150,18,Southeast,1881,210,ROBBERY,0945 0342 0344 0325,21,F,H,404,DEPARTMENT STORE,207,OTHER KNIFE,IC,Invest Cont,210,,,,700 W  REDONDO BEACH                BL,,"(33.8926, -118.2874)",90247
161805164,1/23/2016,1/23/2016,2200,18,Southeast,1861,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0562 0400 0411 0329,50,F,B,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,AO,Adult Other,230,,,,600 W  IMPERIAL                     HY,,"(33.931, -118.2848)",90061
161805165,1/23/2016,1/23/2016,2100,18,Southeast,1805,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1810,54,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,745,,,,400 E  91ST                         ST,,"(33.9538, -118.2673)",90003
161805166,1/24/2016,1/1/2016,500,18,Southeast,1844,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,113TH                        ST,SAN PEDRO,"(33.932, -118.2695)",90061
161805167,1/24/2016,1/24/2016,300,18,Southeast,1822,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,34,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,9700 S  BROADWAY,,"(33.9483, -118.2781)",90003
161805168,1/24/2016,1/23/2016,1850,18,Southeast,1841,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2000,53,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,902,,,,700 W  108TH                        ST,,"(33.9382, -118.2869)",90044
161805169,1/24/2016,1/23/2016,240,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1217 1300 1276 0334 0500 1002,18,F,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,115TH,AVALON,"(33.9301, -118.2652)",90061
161805171,1/24/2016,1/24/2016,1250,18,Southeast,1823,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,10200    AVALON                       BL,,"(33.947, -118.2684)",90003
161805173,1/24/2016,1/23/2016,1940,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,416,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9400    COMPTON                      AV,,"(33.9516, -118.2461)",90002
161805174,1/24/2016,1/23/2016,1940,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,0416 0400,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9900    COMPTON                      AV,,"(33.9467, -118.2462)",90002
161805176,1/24/2016,1/23/2016,2135,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,0416 2000 1813,52,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,9500 S  GRANDEE                      AV,,"(33.9505, -118.2435)",90002
161805177,1/24/2016,1/24/2016,1500,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0430 1100,31,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,104TH,DENVER,"(33.9416, -118.2848)",90044
161805178,1/24/2016,1/24/2016,1335,18,Southeast,1804,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0416 1813,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,900 E  88TH                         ST,,"(33.9574, -118.2586)",90002
161805180,1/24/2016,1/24/2016,800,18,Southeast,1862,437,RESISTING ARREST,1501,31,F,B,203,OTHER BUSINESS,,,AA,Adult Arrest,437,,,,FIGUEROA,IMPERIAL,"(33.931, -118.2826)",90061
161805183,1/24/2016,1/24/2016,1220,18,Southeast,1836,310,BURGLARY,0344 1816,44,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,1200 E  109TH                        ST,,"(33.9368, -118.2542)",90059
161805185,1/24/2016,1/23/2016,1400,18,Southeast,1851,310,BURGLARY,0344 1602,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 W  132ND                        ST,,"(33.9123, -118.2894)",90247
161805186,1/24/2016,1/23/2016,1800,18,Southeast,1863,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,36,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,300 E  116TH                        ST,,"(33.9292, -118.2695)",90061
161805187,1/24/2016,1/23/2016,1800,18,Southeast,1806,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,55,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,800 E  93RD                         ST,,"(33.9543, -118.2606)",90002
161805188,1/24/2016,1/23/2016,2000,18,Southeast,1836,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,28,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,10900 S  CENTRAL                      AV,,"(33.9369, -118.2542)",90059
161805189,1/24/2016,1/17/2016,1130,18,Southeast,1821,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,45,F,B,104,DRIVEWAY,,,IC,Invest Cont,420,,,,600 W  COLDEN                       AV,,"(33.9492, -118.2848)",90044
161805191,1/24/2016,1/17/2016,1900,18,Southeast,1822,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,35,F,H,101,STREET,,,IC,Invest Cont,331,,,,400 W  COLDEN                       AV,,"(33.9492, -118.2802)",90003
161805192,1/24/2016,1/24/2016,1420,18,Southeast,1829,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,AO,Adult Other,626,,,,2100 E  103RD                        ST,,"(33.9456, -118.2323)",90002
161805193,1/24/2016,1/10/2016,600,18,Southeast,1864,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11800    STANFORD                     AV,,"(33.9265, -118.2622)",90059
161805194,1/24/2016,1/24/2016,1705,18,Southeast,1805,624,BATTERY - SIMPLE ASSAULT,0416 0913 2002 1206,48,M,O,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,9200 S  SAN PEDRO                    ST,,"(33.9529, -118.2695)",90003
161805196,1/24/2016,1/23/2016,1300,18,Southeast,1849,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,19,F,H,101,STREET,,,IC,Invest Cont,745,,,,11500 S  MONA                         BL,,"(33.9327, -118.2351)",90059
161805198,1/24/2016,1/24/2016,1120,18,Southeast,1802,310,BURGLARY,0344 1607 1300,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 E  88TH                         PL,,"(33.9565, -118.2739)",90003
161805199,1/24/2016,1/24/2016,1900,18,Southeast,1827,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1813,36,F,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,9800    BEACH                        ST,,"(33.9474, -118.2419)",90002
161805203,1/24/2016,1/24/2016,1800,18,Southeast,1824,624,BATTERY - SIMPLE ASSAULT,0416 0419 0429 2000 1814,33,F,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9600    CLOVIS                       AV,,"(33.9493, -118.2564)",90002
161805204,1/24/2016,1/24/2016,1730,18,Southeast,1824,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0408,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,9600    CLOVIS                       AV,,"(33.9493, -118.2564)",90002
161805205,1/24/2016,1/24/2016,1300,18,Southeast,1881,310,BURGLARY,1607 0344,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600 W  154TH                        ST,,"(33.8917, -118.2863)",90247
161805206,1/26/2016,1/24/2016,1945,18,Southeast,1863,210,ROBBERY,0913 1310 1311 0330 0916,32,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,116TH                        ST,TOWNE,"(33.9292, -118.2664)",90061
161805209,1/25/2016,1/24/2016,2200,18,Southeast,1861,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HOOVER,EL SEGUNDO,"(33.9274, -118.2871)",90044
161805210,1/25/2016,1/24/2016,2100,18,Southeast,1801,210,ROBBERY,0416 0344 1202 0363,64,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,500 W  92ND                         ST,,"(33.9528, -118.2827)",90044
161805220,1/25/2016,1/24/2016,1530,18,Southeast,1849,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1900 E  113TH                        ST,,"(33.9325, -118.239)",90059
161805223,1/25/2016,1/24/2016,2300,18,Southeast,1871,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,139TH                        ST,MENLO,"(33.9062, -118.2891)",90247
161805225,1/25/2016,1/11/2016,1200,18,Southeast,1802,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,MANCHESTER,FIGUEROA,"(33.9601, -118.2827)",90003
161805227,1/25/2016,1/25/2016,1230,18,Southeast,1802,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307 2000 1814,36,F,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,8600 S  BROADWAY,,"(33.9601, -118.2782)",90003
161805228,1/25/2016,1/25/2016,900,18,Southeast,1803,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,23,M,H,402,MARKET,,,AA,Adult Arrest,442,,,,300 E  MANCHESTER                   AV,,"(33.9601, -118.2695)",90003
161805229,1/25/2016,1/25/2016,937,18,Southeast,1822,210,ROBBERY,0400 0416 0344 2000 1814,25,F,H,729,SPECIALTY SCHOOL/OTHER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,400 W  COLDEN                       AV,,"(33.9492, -118.2802)",90003
161805230,1/25/2016,1/23/2016,2000,18,Southeast,1802,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8600 S  BROADWAY,,"(33.9601, -118.2782)",90003
161805231,1/25/2016,1/25/2016,920,18,Southeast,1861,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0444 2000 1813,47,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11800    AINSWORTH                    AV,,"(33.9265, -118.2903)",90044
161805233,1/25/2016,1/25/2016,730,18,Southeast,1871,310,BURGLARY,1822 0358 0321,42,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,14800    ESTRELLA                     AV,,"(33.8977, -118.2857)",90248
161805235,1/25/2016,1/17/2016,1400,18,Southeast,1881,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,45,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,AINSWORTH                    ST,GARDENA                      BL,"(33.8816, -118.2902)",90247
161805237,1/23/2016,1/23/2016,1400,18,Southeast,1838,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1300 2000 1814,37,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,10300    WILMINGTON                   AV,,"(33.9431, -118.2391)",90002
161805247,1/25/2016,1/12/2016,800,18,Southeast,1841,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,109TH                        ST,HOOVER,"(33.9374, -118.2869)",90044
161805249,1/25/2016,1/18/2016,1000,18,Southeast,1842,354,THEFT OF IDENTITY,0377 1822 1402 0701,30,M,H,301,GAS STATION,,,IC,Invest Cont,354,,,,400 W  IMPERIAL                     HY,,"(33.9347, -118.2761)",90061
161805252,1/25/2016,1/25/2016,1930,18,Southeast,1844,210,ROBBERY,0344 1313,22,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,210,,,,MAIN,111TH,"(33.9345, -118.2623)",90059
161805253,1/25/2016,1/24/2016,2000,18,Southeast,1826,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,44,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,SUCCESS                      AV,CENTURY                      BL,"(33.9456, -118.2491)",90002
161805255,1/25/2016,1/25/2016,830,18,Southeast,1881,310,BURGLARY,0344 0321 1609,28,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 W  155TH                        ST,,"(33.8907, -118.2895)",90247
161805256,1/25/2016,1/25/2016,1820,18,Southeast,1804,761,BRANDISH WEAPON,0334 0421 1300,24,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,761,930,,,MANCHESTER                   AV,OLIVE                        ST,"(33.9583, -118.2605)",90002
161805258,1/25/2016,1/25/2016,950,18,Southeast,1863,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,58,M,H,101,STREET,,,IC,Invest Cont,745,,,,SAN PEDRO                    ST,IMPERIAL                     HY,"(33.931, -118.2695)",90061
161805259,1/25/2016,1/25/2016,1320,18,Southeast,1806,624,BATTERY - SIMPLE ASSAULT,0408 1300 0554,27,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,900 E  93RD                         ST,,"(33.9543, -118.2606)",90002
161805260,1/25/2016,1/25/2016,1730,18,Southeast,1861,624,BATTERY - SIMPLE ASSAULT,1701 1202,90,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,11800    AINSWORTH                    ST,,"(33.9265, -118.2903)",90044
161805263,1/25/2016,1/25/2016,1500,18,Southeast,1842,440,THEFT PLAIN - PETTY ($950 & UNDER),344,35,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,11300 S  MAIN                         ST,,"(33.932, -118.2739)",90061
161805265,1/25/2016,1/23/2016,1000,18,Southeast,1842,440,THEFT PLAIN - PETTY ($950 & UNDER),344,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,10800 S  BROADWAY,,"(33.9383, -118.2781)",90061
161805267,1/25/2016,1/25/2016,740,18,Southeast,1838,624,BATTERY - SIMPLE ASSAULT,1259 0344 0416,17,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,103RD                        ST,WILMINGTON                   AV,"(33.9431, -118.2391)",90002
161805268,1/25/2016,1/25/2016,2010,18,Southeast,1801,210,ROBBERY,0344 1300 0906 0371,19,M,B,210,RESTAURANT/FAST FOOD,113,SIMULATED GUN,IC,Invest Cont,210,,,,800 W  MANCHESTER                   AV,,"(33.9601, -118.287)",90044
